"id","created","reporting_user_id","reported_user_id","reason_id","comment","id","localizable_string_name"
338370,"2017-01-08 01:05:38.613535",2720642,2313646,6,"i recently changed cell phones and some how i came across this other account. didnt realize a new one was created since my details transferred to this new phone. please delete the old profile as i do not have access to it any longer. ",6,"ReportReason_6"
249908,"2016-08-19 13:16:03.989289",1057802,2582455,4,"",4,"ReportReason_4"
379885,"2017-04-25 20:20:02.323327",144372,3320404,6,"",6,"ReportReason_6"
313103,"2016-11-15 17:42:40.995969",2825237,133362,6,"repetitive",6,"ReportReason_6"
388165,"2017-05-12 02:07:36.789864",2602100,3381969,2,"",2,"ReportReason_2"
388167,"2017-05-12 02:07:46.108562",2602100,3381969,2,"",2,"ReportReason_2"
388168,"2017-05-12 02:07:53.688622",2602100,3381969,2,"",2,"ReportReason_2"
388170,"2017-05-12 02:08:02.267035",2602100,3381969,2,"",2,"ReportReason_2"
388277,"2017-05-12 04:40:58.220798",2677926,3381969,1,"",1,"ReportReason_1"
359612,"2017-03-04 07:42:52.633414",3165848,3114540,2,"",2,"ReportReason_2"
328385,"2016-12-18 17:12:51.643268",2767460,2955779,2,"",2,"ReportReason_2"
328743,"2016-12-19 12:26:38.969855",2394216,2955779,2,"",2,"ReportReason_2"
328472,"2016-12-18 22:31:39.264684",1072168,2955779,2,"",2,"ReportReason_2"
328765,"2016-12-19 13:50:43.158313",2313646,2955779,2,"",2,"ReportReason_2"
329191,"2016-12-20 13:17:01.33598",176565,2955779,2,"",2,"ReportReason_2"
348362,"2017-01-31 11:37:54.600622",391800,2980043,6,"",6,"ReportReason_6"
164430,"2016-04-23 01:05:31.370776",551462,1092754,4,"",4,"ReportReason_4"
164480,"2016-04-23 01:37:03.463825",816321,1092754,4,"",4,"ReportReason_4"
164543,"2016-04-23 02:16:25.393906",616800,1092754,4,"",4,"ReportReason_4"
164638,"2016-04-23 03:33:04.263322",821774,1092754,4,"",4,"ReportReason_4"
374569,"2017-04-19 04:46:45.549311",3267343,3323023,6,"Soliciting information for financial reasons. ",6,"ReportReason_6"
374570,"2017-04-19 04:48:09.819187",3268920,3323023,2,"",2,"ReportReason_2"
374571,"2017-04-19 04:48:28.459212",3268920,3323023,2,"",2,"ReportReason_2"
374577,"2017-04-19 05:03:16.605467",372424,3323023,2,"",2,"ReportReason_2"
374608,"2017-04-19 07:16:06.519005",2705742,3323023,2,"",2,"ReportReason_2"
374613,"2017-04-19 07:38:26.018265",3308395,3323023,2,"",2,"ReportReason_2"
374803,"2017-04-19 17:33:12.575858",3284526,3323023,2,"",2,"ReportReason_2"
374669,"2017-04-19 11:25:06.514973",2356900,3323023,2,"",2,"ReportReason_2"
374672,"2017-04-19 11:33:50.297595",2602100,3323023,2,"",2,"ReportReason_2"
374832,"2017-04-19 18:13:41.481525",2229114,3323023,2,"",2,"ReportReason_2"
374941,"2017-04-19 20:25:56.648188",2397497,3323023,2,"",2,"ReportReason_2"
375033,"2017-04-19 22:47:01.014692",3222464,3323023,2,"",2,"ReportReason_2"
375274,"2017-04-20 12:50:29.382209",2866266,3323023,2,"",2,"ReportReason_2"
375569,"2017-04-21 02:19:28.629068",2180477,3323023,2,"",2,"ReportReason_2"
237737,"2016-07-19 17:28:34.674926",551462,2473678,2,"",2,"ReportReason_2"
371065,"2017-04-10 14:23:05.354832",847742,2904341,2,"",2,"ReportReason_2"
313389,"2016-11-16 08:19:09.527937",2825237,2670517,6,"repetitive",6,"ReportReason_6"
330174,"2016-12-23 02:41:06.673308",2767460,2968624,2,"",2,"ReportReason_2"
375318,"2017-04-20 15:14:34.103678",2356900,3324522,2,"",2,"ReportReason_2"
375354,"2017-04-20 16:54:14.05496",2829188,3324522,5,"",5,"ReportReason_5"
314487,"2016-11-18 06:50:43.707889",768199,2810589,4,"",4,"ReportReason_4"
375851,"2017-04-21 12:40:03.116255",2318528,3326290,2,"",2,"ReportReason_2"
350893,"2017-02-06 23:57:08.400319",2554856,3108995,4,"",4,"ReportReason_4"
350983,"2017-02-07 03:27:44.332025",3094413,3108995,4,"",4,"ReportReason_4"
350965,"2017-02-07 02:56:23.86556",816321,3108995,4,"",4,"ReportReason_4"
350905,"2017-02-07 00:12:22.54516",233143,3108995,4,"",4,"ReportReason_4"
385280,"2017-05-05 23:11:27.476164",2424514,3365607,2,"",2,"ReportReason_2"
385565,"2017-05-06 14:55:15.989615",440038,3365607,6,"He attempted to build ""rapport"" or ""trust"" with them and then asked if he could wire me money to purchase him iTunes gift cards.  ",6,"ReportReason_6"
385600,"2017-05-06 16:22:58.83971",3152578,3365607,2,"",2,"ReportReason_2"
385602,"2017-05-06 16:34:45.619374",3162152,3365607,2,"",2,"ReportReason_2"
385649,"2017-05-06 19:45:59.276399",2180477,3365607,2,"",2,"ReportReason_2"
386162,"2017-05-07 20:22:16.743346",3347161,3062730,6,"Trying to get me to download another app",6,"ReportReason_6"
353001,"2017-02-11 09:50:18.014031",672616,3120896,2,"",2,"ReportReason_2"
313084,"2016-11-15 17:33:17.482345",2825237,2344505,6,"repetitive",6,"ReportReason_6"
347442,"2017-01-29 04:21:00.437715",308808,3082496,6,"solicitation",6,"ReportReason_6"
146753,"2016-04-03 20:31:45.034821",941393,2081493,4,"",4,"ReportReason_4"
327560,"2016-12-15 20:59:18.810042",2219477,2948006,2,"",2,"ReportReason_2"
265458,"2016-09-12 18:13:44.73635",2225293,2095567,6,"too old to like my profile",6,"ReportReason_6"
262092,"2016-09-07 20:47:17.40283",2566687,2457801,6,"",6,"ReportReason_6"
313091,"2016-11-15 17:35:45.61787",2825237,506956,6,"repetitive",6,"ReportReason_6"
325518,"2016-12-10 07:22:50.22256",260603,2930525,2,"",2,"ReportReason_2"
325510,"2016-12-10 06:55:22.709284",2767460,2930525,2,"",2,"ReportReason_2"
341094,"2017-01-13 19:11:31.093429",2919245,3038566,1,"",1,"ReportReason_1"
341096,"2017-01-13 19:11:57.993436",2919245,3038566,3,"",3,"ReportReason_3"
341203,"2017-01-14 01:42:44.386992",2720642,3038566,2,"",2,"ReportReason_2"
341256,"2017-01-14 03:30:09.588964",2967312,3038566,3,"",3,"ReportReason_3"
302163,"2016-10-25 02:57:21.093058",2108311,2744686,3,"",3,"ReportReason_3"
313092,"2016-11-15 17:35:59.425791",2825237,2415081,6,"repetitive",6,"ReportReason_6"
328540,"2016-12-19 01:08:45.334801",2249008,2957353,4,"",4,"ReportReason_4"
383637,"2017-05-01 20:39:08.785833",3268920,3345047,2,"",2,"ReportReason_2"
318881,"2016-11-26 17:34:19.272614",816321,2887250,4,"",4,"ReportReason_4"
336241,"2017-01-04 11:29:17.205545",959611,3008195,2,"",2,"ReportReason_2"
341753,"2017-01-15 04:18:54.765147",294531,471879,2,"",2,"ReportReason_2"
182484,"2016-05-12 16:40:34.118394",2251716,2165941,2,"",2,"ReportReason_2"
304181,"2016-10-29 02:39:52.300824",648876,2682300,2,"",2,"ReportReason_2"
338900,"2017-01-09 03:06:20.302639",821774,3023884,4,"",4,"ReportReason_4"
338923,"2017-01-09 04:00:22.500023",2856903,3023884,4,"",4,"ReportReason_4"
338931,"2017-01-09 04:22:32.831439",742177,3023884,4,"",4,"ReportReason_4"
364840,"2017-03-22 17:20:17.370739",2394216,3220982,6,"this user is not 27",6,"ReportReason_6"
371858,"2017-04-12 10:27:09.978454",3291671,3151926,6,"",6,"ReportReason_6"
313386,"2016-11-16 08:17:25.054727",2825237,2437065,6,"repetitive",6,"ReportReason_6"
272159,"2016-09-21 17:52:03.791501",139736,2163155,6,"Using a fake photo. The profile picture is not him at all.",6,"ReportReason_6"
348393,"2017-01-31 14:42:44.036272",2997302,2519262,2,"",2,"ReportReason_2"
355121,"2017-02-17 02:30:58.355417",93760,3136764,4,"",4,"ReportReason_4"
355136,"2017-02-17 03:22:17.995412",3066932,3136764,4,"",4,"ReportReason_4"
355146,"2017-02-17 03:58:58.079428",2388437,3136764,4,"",4,"ReportReason_4"
355158,"2017-02-17 04:22:01.879708",866886,3136764,4,"",4,"ReportReason_4"
355162,"2017-02-17 04:43:17.174495",145890,3136764,4,"",4,"ReportReason_4"
317243,"2016-11-22 19:57:28.354328",2620611,2872974,2,"",2,"ReportReason_2"
318096,"2016-11-24 22:04:11.29967",2879544,2872974,2,"",2,"ReportReason_2"
326056,"2016-12-11 17:27:31.947053",490597,2872974,6,"Seems I'm homeland sent me an email that he has been arrested for fraud. I am not sure the emails from home office uk. Are real. I can forward them to you.",6,"ReportReason_6"
318731,"2016-11-26 07:16:18.461643",816321,2872974,6,"",6,"ReportReason_6"
318987,"2016-11-26 21:51:25.948669",2841634,2872974,2,"",2,"ReportReason_2"
306033,"2016-11-01 22:00:56.303646",2389312,2808612,2,"",2,"ReportReason_2"
240488,"2016-07-29 08:09:20.253551",951695,2158456,6,"not a match",6,"ReportReason_6"
51526,"2016-02-11 14:28:12.973074",168961,314018,2,"",2,"ReportReason_2"
346219,"2017-01-26 03:42:37.020861",391800,3037471,6,"",6,"ReportReason_6"
332239,"2016-12-28 01:49:43.760153",2983255,2081167,3,"",3,"ReportReason_3"
336066,"2017-01-04 04:01:03.010843",2767460,3008105,2,"",2,"ReportReason_2"
338873,"2017-01-09 01:20:32.60683",144879,3008105,3,"",3,"ReportReason_3"
390041,"2017-05-15 03:00:17.580658",2356900,3287280,2,"",2,"ReportReason_2"
385901,"2017-05-07 04:51:58.651714",340255,3287280,2,"",2,"ReportReason_2"
223493,"2016-06-18 20:28:46.908179",2294861,703303,6,"",6,"ReportReason_6"
368428,"2017-04-03 22:48:57.53632",2247132,3277600,2,"",2,"ReportReason_2"
368443,"2017-04-04 00:37:40.076033",3148766,3277600,2,"",2,"ReportReason_2"
381028,"2017-04-27 18:14:49.568916",3137741,3340142,1,"",1,"ReportReason_1"
322044,"2016-12-03 22:54:38.598118",2882355,995821,1,"",1,"ReportReason_1"
255384,"2016-08-29 04:03:26.194881",2566687,490572,5,"",5,"ReportReason_5"
313090,"2016-11-15 17:35:32.807422",2825237,2307471,6,"repetitive",6,"ReportReason_6"
368214,"2017-04-03 00:10:03.147804",3251471,3271757,2,"",2,"ReportReason_2"
65455,"2016-02-11 14:30:52.139322",437292,166351,4,"",4,"ReportReason_4"
342766,"2017-01-17 18:25:24.12502",2624457,2544487,5,"",5,"ReportReason_5"
337080,"2017-01-05 21:32:38.413929",484919,3012091,6,"scam artist ",6,"ReportReason_6"
337179,"2017-01-06 01:52:03.525119",2968671,3012091,6,"user seem to be part of a scam ",6,"ReportReason_6"
323966,"2016-12-07 09:14:10.726174",2249008,2920659,4,"",4,"ReportReason_4"
333641,"2016-12-30 14:50:51.652674",2603181,2988303,3,"",3,"ReportReason_3"
333285,"2016-12-29 19:57:33.261659",2834912,2988303,1,"",1,"ReportReason_1"
333082,"2016-12-29 13:02:22.181083",213461,2988303,2,"",2,"ReportReason_2"
341603,"2017-01-14 19:21:43.745681",2803074,2988303,2,"",2,"ReportReason_2"
360474,"2017-03-07 21:54:41.063957",2237154,2980851,2,"",2,"ReportReason_2"
360419,"2017-03-07 18:43:01.940605",551462,2909780,4,"",4,"ReportReason_4"
339486,"2017-01-10 05:43:20.80336",2720642,3025764,2,"",2,"ReportReason_2"
353794,"2017-02-13 01:15:01.033899",3117631,3123018,1,"",1,"ReportReason_1"
308470,"2016-11-06 15:49:56.459161",2644386,2822052,2,"",2,"ReportReason_2"
65783,"2016-02-11 14:30:55.919686",575612,128527,6,"",6,"ReportReason_6"
363902,"2017-03-19 07:09:24.936652",2767460,3230689,2,"",2,"ReportReason_2"
354517,"2017-02-14 22:28:26.867002",3117631,615856,1,"",1,"ReportReason_1"
332749,"2016-12-29 00:14:38.567234",2785144,2858992,1,"",1,"ReportReason_1"
332750,"2016-12-29 00:14:49.207363",2785144,2858992,1,"",1,"ReportReason_1"
350834,"2017-02-06 18:43:35.248909",544459,3100195,1,"",1,"ReportReason_1"
320934,"2016-12-01 10:34:50.882888",2902203,2422982,1,"",1,"ReportReason_1"
346276,"2017-01-26 05:32:05.264276",2767460,3063459,2,"",2,"ReportReason_2"
62674,"2016-02-11 14:30:20.442353",285437,500195,6,"spam",6,"ReportReason_6"
289137,"2016-10-11 14:00:28.717697",2234822,500195,6,"Using the site to solicit ",6,"ReportReason_6"
349978,"2017-02-04 15:19:30.801797",3085672,500195,2,"",2,"ReportReason_2"
345453,"2017-01-24 17:03:04.735577",3066959,500195,2,"",2,"ReportReason_2"
361906,"2017-03-13 00:24:03.901403",3140049,500195,2,"",2,"ReportReason_2"
344713,"2017-01-22 14:26:11.872583",257547,3037270,1,"",1,"ReportReason_1"
380912,"2017-04-27 12:38:32.957253",2356900,3037270,2,"",2,"ReportReason_2"
381080,"2017-04-27 20:08:23.078604",2356900,3037270,2,"",2,"ReportReason_2"
390095,"2017-05-15 04:32:37.484311",3383599,3037270,2,"",2,"ReportReason_2"
336098,"2017-01-04 05:51:05.963734",2767460,3008354,2,"",2,"ReportReason_2"
358268,"2017-02-27 21:48:07.544113",2677926,3165713,2,"",2,"ReportReason_2"
295549,"2016-10-16 22:49:20.671227",437911,2223156,2,"",2,"ReportReason_2"
332391,"2016-12-28 06:31:48.341205",810217,2983414,4,"",4,"ReportReason_4"
332407,"2016-12-28 06:43:19.524661",2757467,2983414,4,"",4,"ReportReason_4"
332409,"2016-12-28 06:53:30.859595",2981936,2983414,4,"",4,"ReportReason_4"
366306,"2017-03-27 12:51:31.290085",3137741,3219847,1,"",1,"ReportReason_1"
346038,"2017-01-25 19:05:02.52077",3043094,2733919,2,"",2,"ReportReason_2"
356495,"2017-02-21 15:29:28.094137",2378338,3124848,1,"",1,"ReportReason_1"
386603,"2017-05-08 13:32:14.265422",2147781,3372914,2,"",2,"ReportReason_2"
313410,"2016-11-16 09:05:07.385814",2825237,504281,6,"repetitive",6,"ReportReason_6"
49260,"2016-02-11 14:27:46.900531",256662,102939,1,"",1,"ReportReason_1"
81062,"2016-02-11 14:33:55.271938",649499,144879,6,"",6,"ReportReason_6"
369873,"2017-04-07 18:45:31.762362",2677926,3284951,1,"",1,"ReportReason_1"
313089,"2016-11-15 17:35:00.410516",2825237,352908,6,"repetitive",6,"ReportReason_6"
126028,"2016-03-07 15:09:53.636888",616800,1017059,6,"",6,"ReportReason_6"
313083,"2016-11-15 17:32:48.850285",2825237,131839,6,"repetitive",6,"ReportReason_6"
107477,"2016-02-16 04:30:21.452241",866886,1001133,4,"",4,"ReportReason_4"
107299,"2016-02-16 01:28:33.373811",616800,1001133,4,"",4,"ReportReason_4"
107312,"2016-02-16 01:43:05.655382",941393,1001133,4,"",4,"ReportReason_4"
353026,"2017-02-11 12:06:06.350779",959611,3105641,2,"",2,"ReportReason_2"
386567,"2017-05-08 09:40:43.863007",3370820,3298687,2,"",2,"ReportReason_2"
293290,"2016-10-14 22:36:23.068486",2722067,2734244,6,"Lol",6,"ReportReason_6"
346583,"2017-01-26 21:54:11.45636",2900545,2138470,6,"",6,"ReportReason_6"
244478,"2016-08-09 05:52:03.806392",951695,936546,2,"",2,"ReportReason_2"
308202,"2016-11-05 23:57:28.510703",2824345,2794640,1,"",1,"ReportReason_1"
167042,"2016-04-25 05:11:00.024093",675633,2131885,2,"",2,"ReportReason_2"
350768,"2017-02-06 13:13:15.149648",610063,3095645,4,"",4,"ReportReason_4"
358585,"2017-02-28 23:30:23.831877",3064204,2853883,2,"",2,"ReportReason_2"
386668,"2017-05-08 17:33:01.777481",3165045,3335365,2,"",2,"ReportReason_2"
378103,"2017-04-23 20:51:27.91702",3104243,3335365,2,"",2,"ReportReason_2"
378708,"2017-04-24 12:43:54.963968",3218548,3335365,6,"hes a bitch. ",6,"ReportReason_6"
379097,"2017-04-24 23:24:14.300179",2767460,3335365,2,"",2,"ReportReason_2"
382859,"2017-04-30 07:35:47.747404",3284526,3335365,2,"",2,"ReportReason_2"
390096,"2017-05-15 04:32:55.261393",3383599,3335365,2,"",2,"ReportReason_2"
313100,"2016-11-15 17:38:55.515005",2825237,2724017,6,"repetitive",6,"ReportReason_6"
322027,"2016-12-03 22:29:32.325276",2249008,2909547,4,"",4,"ReportReason_4"
324411,"2016-12-08 02:19:54.683649",2031938,2643478,2,"",2,"ReportReason_2"
303120,"2016-10-27 04:41:20.850177",1006867,2284384,6,"",6,"ReportReason_6"
375277,"2017-04-20 12:53:49.536797",2318528,3303231,2,"",2,"ReportReason_2"
92163,"2016-02-11 14:36:04.812029",906834,234266,1,"",1,"ReportReason_1"
356435,"2017-02-21 11:06:57.052512",2234822,3114249,5,"",5,"ReportReason_5"
356640,"2017-02-22 03:02:48.217736",2234822,3114249,5,"",5,"ReportReason_5"
373898,"2017-04-18 00:39:15.330957",2829188,3114249,5,"",5,"ReportReason_5"
386389,"2017-05-08 03:13:45.437334",3334285,2789544,4,"",4,"ReportReason_4"
373075,"2017-04-15 11:43:18.946022",3303231,2754159,2,"",2,"ReportReason_2"
341537,"2017-01-14 16:10:42.568755",3041539,2554856,1,"",1,"ReportReason_1"
363990,"2017-03-19 16:03:38.556039",871679,3229655,6,"Looking for money",6,"ReportReason_6"
254547,"2016-08-27 13:03:41.287105",2525971,2588905,2,"",2,"ReportReason_2"
358823,"2017-03-01 15:31:49.249561",2767460,3169907,2,"",2,"ReportReason_2"
62446,"2016-02-11 14:30:17.879653",494361,384493,3,"",3,"ReportReason_3"
375121,"2017-04-20 02:52:27.999919",2767460,3322893,2,"",2,"ReportReason_2"
341153,"2017-01-13 23:02:09.244861",2111385,3002940,2,"",2,"ReportReason_2"
341154,"2017-01-13 23:02:16.429224",2111385,3002940,2,"",2,"ReportReason_2"
341155,"2017-01-13 23:02:22.14316",2111385,3002940,2,"",2,"ReportReason_2"
259243,"2016-09-03 15:54:59.580105",2515284,816467,5,"",5,"ReportReason_5"
300661,"2016-10-22 22:26:48.010053",2767460,816467,5,"",5,"ReportReason_5"
305696,"2016-11-01 02:23:41.153199",2804030,816467,5,"",5,"ReportReason_5"
307390,"2016-11-04 05:21:05.367942",2767460,816467,5,"",5,"ReportReason_5"
321553,"2016-12-02 23:44:16.411111",2767460,816467,5,"",5,"ReportReason_5"
328661,"2016-12-19 06:34:41.148841",2767460,816467,5,"",5,"ReportReason_5"
341874,"2017-01-15 10:38:27.888638",2767460,816467,5,"",5,"ReportReason_5"
297646,"2016-10-18 18:04:55.879083",2737374,816467,5,"",5,"ReportReason_5"
353569,"2017-02-12 14:12:03.224088",2980583,3104410,6,"Scam",6,"ReportReason_6"
353746,"2017-02-12 22:23:13.684746",2636950,3104410,2,"",2,"ReportReason_2"
137236,"2016-03-21 00:30:34.392615",1072168,390671,1,"",1,"ReportReason_1"
313640,"2016-11-16 19:14:20.381616",2843984,2239730,4,"",4,"ReportReason_4"
313635,"2016-11-16 19:08:44.940402",2843984,2239730,4,"",4,"ReportReason_4"
319574,"2016-11-28 08:20:51.461695",2767460,304088,2,"",2,"ReportReason_2"
363862,"2017-03-19 02:37:09.279089",3095185,3205505,2,"",2,"ReportReason_2"
362447,"2017-03-14 20:07:48.47146",3217975,3106760,2,"",2,"ReportReason_2"
358654,"2017-03-01 02:09:03.436587",2767460,3170017,2,"",2,"ReportReason_2"
381425,"2017-04-28 05:36:48.12589",3347161,3347002,6,"soliciting to pay for another service",6,"ReportReason_6"
358717,"2017-03-01 06:07:44.608582",3137741,3170979,1,"",1,"ReportReason_1"
350699,"2017-02-06 06:52:21.460253",3049083,3106020,4,"",4,"ReportReason_4"
